x
1	A1717
2	A196
3	A2184
4	A522
5	A548
6	A632
7	A748
8	B1244
9	B155
10	B189
11	B20
12	B264
13	B309
14	B349
15	B35
16	B396
17	B645
18	B777
19	B972
20	R43
